날짜,품목명,가격
20191209.0,양파,1383
20191210.0,깐마늘(국산),7420
20191210.0,양파,1383
20191211.0,깐마늘(국산),7420
20191211.0,딸기,1925
20191211.0,양파,1383
20191212.0,깐마늘(국산),7063
20191212.0,딸기,1817
20191212.0,양파,1473
20191213.0,깐마늘(국산),7063
20191213.0,딸기,1817
20191213.0,양파,1473
20191216.0,깐마늘(국산),7633
20191216.0,딸기,1850
20191216.0,양파,1437
20191217.0,깐마늘(국산),7633
20191217.0,딸기,1850
20191217.0,양파,1437
20191218.0,깐마늘(국산),7633
20191218.0,딸기,1730
20191218.0,양파,1437
20191219.0,깐마늘(국산),7633
20191219.0,딸기,1563
20191219.0,양파,1503
20191220.0,깐마늘(국산),7633
20191220.0,딸기,1497
20191220.0,양파,1503
20191223.0,깐마늘(국산),7633
20191223.0,딸기,1530
20191223.0,양파,1503
20191224.0,깐마늘(국산),7633
20191224.0,딸기,1697
20191224.0,양파,1503
20191226.0,깐마늘(국산),7633
20191226.0,딸기,1807
20191226.0,양파,1527
20191227.0,깐마늘(국산),7633
20191227.0,딸기,1740
20191227.0,양파,1527
20191230.0,깐마늘(국산),7633
20191230.0,딸기,1807
20191230.0,양파,1527
20191231.0,깐마늘(국산),7633
20191231.0,딸기,1807
20191231.0,양파,1527
20200102.0,깐마늘(국산),6753
20200102.0,딸기,1873
20200102.0,양파,1583
20200103.0,깐마늘(국산),6753
20200103.0,딸기,1873
20200103.0,양파,1583
20200106.0,깐마늘(국산),6753
20200106.0,딸기,1807
20200106.0,양파,1583
20200107.0,깐마늘(국산),6753
20200107.0,딸기,1840
20200107.0,양파,1583
20200108.0,깐마늘(국산),6753
20200108.0,딸기,1873
20200108.0,양파,1583
20200109.0,깐마늘(국산),6753
20200109.0,딸기,1873
20200109.0,양파,1583
20200110.0,깐마늘(국산),6753
20200110.0,딸기,1873
20200110.0,양파,1583
20200113.0,깐마늘(국산),6753
20200113.0,딸기,1873
20200113.0,양파,1583
20200114.0,깐마늘(국산),6753
20200114.0,딸기,1873
20200114.0,양파,1583
20200115.0,깐마늘(국산),6753
20200115.0,딸기,1873
20200115.0,양파,1650
20200116.0,깐마늘(국산),7420
20200116.0,딸기,1717
20200116.0,양파,1717
20200117.0,깐마늘(국산),7420
20200117.0,딸기,1743
20200117.0,양파,1750
20200120.0,깐마늘(국산),7420
20200120.0,딸기,1677
20200120.0,양파,1787
20200121.0,깐마늘(국산),6953
20200121.0,딸기,1743
20200121.0,양파,1733
20200122.0,깐마늘(국산),6953
20200122.0,딸기,1963
20200122.0,양파,1733
20200123.0,깐마늘(국산),6953
20200123.0,딸기,2030
20200123.0,양파,1733
20200128.0,깐마늘(국산),6953
20200128.0,딸기,1930
20200128.0,양파,1733
20200129.0,깐마늘(국산),7410
20200129.0,딸기,1683
20200129.0,양파,1733
20200130.0,깐마늘(국산),7410
20200130.0,딸기,1583
20200130.0,양파,1853
20200131.0,깐마늘(국산),7410
20200131.0,딸기,1577
20200131.0,양파,1853
20200203.0,깐마늘(국산),7410
20200203.0,딸기,1510
20200203.0,양파,1853
20200204.0,깐마늘(국산),7410
20200204.0,딸기,1443
20200204.0,양파,1853
20200205.0,깐마늘(국산),7410
20200205.0,딸기,1443
20200205.0,양파,1853
20200206.0,깐마늘(국산),7410
20200206.0,딸기,1373
20200206.0,양파,1890
20200207.0,깐마늘(국산),7410
20200207.0,딸기,1373
20200207.0,양파,1890
20200210.0,깐마늘(국산),7410
20200210.0,딸기,1387
20200210.0,양파,1890
20200211.0,깐마늘(국산),7410
20200211.0,딸기,1387
20200211.0,양파,1890
20200212.0,깐마늘(국산),7410
20200212.0,딸기,1387
20200212.0,양파,1890
20200213.0,깐마늘(국산),6967
20200213.0,딸기,1217
20200213.0,양파,1773
20200214.0,깐마늘(국산),6967
20200214.0,딸기,1217
20200214.0,양파,1773
20200217.0,깐마늘(국산),6967
20200217.0,딸기,1217
20200217.0,양파,1773
20200218.0,깐마늘(국산),6967
20200218.0,딸기,1217
20200218.0,양파,1773
20200219.0,깐마늘(국산),6967
20200219.0,딸기,1217
20200219.0,양파,1773
20200220.0,깐마늘(국산),7410
20200220.0,딸기,1213
20200220.0,양파,1827
20200221.0,깐마늘(국산),8115
20200221.0,딸기,1170
20200221.0,양파,1725
20200224.0,깐마늘(국산),8115
20200224.0,딸기,1170
20200224.0,양파,1725
20200225.0,깐마늘(국산),8115
20200225.0,딸기,1170
20200225.0,양파,1725
20200226.0,깐마늘(국산),8115
20200226.0,딸기,1170
20200226.0,양파,1725
20200227.0,깐마늘(국산),8115
20200227.0,딸기,1295
20200227.0,양파,2005
20200228.0,깐마늘(국산),8115
20200228.0,딸기,1295
20200228.0,양파,2005
20200302.0,깐마늘(국산),8115
20200302.0,딸기,995
20200302.0,양파,2500
20200303.0,깐마늘(국산),8115
20200303.0,딸기,995
20200303.0,양파,2500
20200304.0,깐마늘(국산),8115
20200304.0,딸기,995
20200304.0,양파,2500
20200305.0,깐마늘(국산),7785
20200305.0,딸기,1020
20200305.0,양파,2655
20200306.0,깐마늘(국산),7785
20200306.0,딸기,1020
20200306.0,양파,2655
20200309.0,깐마늘(국산),7190
20200309.0,딸기,1113
20200309.0,양파,2603
20200310.0,깐마늘(국산),7190
20200310.0,딸기,1113
20200310.0,양파,2647
20200311.0,깐마늘(국산),7190
20200311.0,딸기,1063
20200311.0,양파,2603
20200312.0,깐마늘(국산),6620
20200312.0,딸기,1047
20200312.0,양파,2457
20200313.0,깐마늘(국산),6620
20200313.0,딸기,980
20200313.0,양파,2360
20200316.0,깐마늘(국산),6620
20200316.0,딸기,1063
20200316.0,양파,2360
20200317.0,깐마늘(국산),6620
20200317.0,딸기,1063
20200317.0,양파,2467
20200318.0,깐마늘(국산),6620
20200318.0,딸기,1063
20200318.0,양파,2467
20200319.0,깐마늘(국산),6887
20200319.0,딸기,1030
20200319.0,양파,2467
20200320.0,깐마늘(국산),6887
20200320.0,딸기,1030
20200320.0,양파,2467
20200323.0,깐마늘(국산),6887
20200323.0,딸기,967
20200323.0,양파,2467
20200324.0,깐마늘(국산),6887
20200324.0,딸기,967
20200324.0,양파,2467
20200325.0,깐마늘(국산),6887
20200325.0,딸기,967
20200325.0,양파,2467
20200326.0,깐마늘(국산),6393
20200326.0,딸기,963
20200326.0,양파,2467
20200327.0,깐마늘(국산),6393
20200327.0,딸기,963
20200327.0,양파,2467
20200330.0,깐마늘(국산),6393
20200330.0,딸기,997
20200330.0,양파,2473
20200331.0,깐마늘(국산),6393
20200331.0,딸기,997
20200331.0,양파,2473
20200401.0,깐마늘(국산),6393
20200401.0,딸기,997
20200401.0,양파,2507
20200402.0,깐마늘(국산),7190
20200402.0,딸기,997
20200402.0,양파,2400
20200403.0,깐마늘(국산),7190
20200403.0,딸기,997
20200403.0,양파,2400
20200406.0,깐마늘(국산),7190
20200406.0,딸기,997
20200406.0,양파,2367
20200407.0,깐마늘(국산),7190
20200407.0,딸기,997
20200407.0,양파,2367
20200408.0,깐마늘(국산),7190
20200408.0,딸기,997
20200408.0,양파,2367
20200409.0,깐마늘(국산),7457
20200409.0,딸기,997
20200409.0,양파,2357
20200410.0,깐마늘(국산),7457
20200410.0,딸기,997
20200410.0,양파,2290
20200413.0,깐마늘(국산),7457
20200413.0,딸기,997
20200413.0,양파,2563
20200414.0,깐마늘(국산),7457
20200414.0,딸기,997
20200414.0,양파,2563
20200416.0,깐마늘(국산),7413
20200416.0,딸기,997
20200416.0,양파,2507
20200417.0,깐마늘(국산),7413
20200417.0,딸기,997
20200417.0,양파,2440
20200420.0,깐마늘(국산),7413
20200420.0,딸기,997
20200420.0,양파,2340
20200421.0,깐마늘(국산),7413
20200421.0,딸기,997
20200421.0,양파,2340
20200422.0,깐마늘(국산),7247
20200422.0,딸기,997
20200422.0,양파,2340
20200423.0,깐마늘(국산),7080
20200423.0,딸기,997
20200423.0,양파,2297
20200424.0,깐마늘(국산),6857
20200424.0,딸기,997
20200424.0,양파,2297
20200427.0,깐마늘(국산),6857
20200427.0,딸기,997
20200427.0,양파,2297
20200428.0,깐마늘(국산),6857
20200428.0,딸기,997
20200428.0,양파,2297
20200429.0,깐마늘(국산),6153
20200429.0,딸기,997
20200429.0,양파,2297
20200504.0,깐마늘(국산),6377
20200504.0,딸기,995
20200504.0,양파,2340
20200506.0,깐마늘(국산),6153
20200506.0,딸기,995
20200506.0,양파,2340
20200507.0,깐마늘(국산),5760
20200507.0,딸기,895
20200507.0,양파,2297
20200508.0,깐마늘(국산),6953
20200508.0,딸기,895
20200508.0,양파,2297
20200511.0,깐마늘(국산),6953
20200511.0,딸기,895
20200511.0,양파,2297
20200512.0,깐마늘(국산),7120
20200512.0,딸기,1060
20200512.0,양파,2297
20200513.0,깐마늘(국산),7287
20200513.0,딸기,1060
20200513.0,양파,2297
20200514.0,깐마늘(국산),7287
20200514.0,딸기,1060
20200514.0,양파,2297
20200515.0,깐마늘(국산),7287
20200515.0,딸기,1060
20200515.0,양파,2297
20200518.0,깐마늘(국산),7523
20200518.0,딸기,1060
20200518.0,양파,2297
20200519.0,깐마늘(국산),7523
20200519.0,딸기,1320
20200519.0,양파,2297
20200520.0,깐마늘(국산),7523
20200520.0,딸기,1320
20200520.0,양파,2297
20200521.0,깐마늘(국산),7523
20200521.0,양파,2297
20200522.0,깐마늘(국산),7523
20200522.0,양파,2093
20200525.0,깐마늘(국산),7523
20200525.0,양파,2297
20200526.0,깐마늘(국산),7523
20200526.0,양파,2297
20200527.0,깐마늘(국산),7523
20200527.0,양파,2297
20200528.0,깐마늘(국산),7523
20200528.0,양파,2297
20200529.0,깐마늘(국산),7523
20200529.0,양파,2297
20200601.0,깐마늘(국산),7523
20200601.0,양파,2297
20200602.0,깐마늘(국산),7523
20200602.0,양파,2297
20200603.0,깐마늘(국산),7523
20200603.0,양파,2297
20200604.0,깐마늘(국산),6753
20200604.0,양파,2233
20200605.0,깐마늘(국산),6753
20200605.0,양파,2233
20200608.0,깐마늘(국산),6753
20200608.0,양파,2233
20200609.0,깐마늘(국산),6753
20200609.0,양파,2233
20200610.0,깐마늘(국산),6753
20200610.0,양파,2167
20200611.0,깐마늘(국산),6753
20200611.0,양파,2167
20200612.0,깐마늘(국산),6753
20200612.0,양파,2167
20200615.0,깐마늘(국산),6753
20200615.0,양파,2167
20200616.0,깐마늘(국산),7633
20200616.0,양파,2167
20200617.0,깐마늘(국산),6753
20200617.0,양파,2167
20200618.0,깐마늘(국산),6753
20200618.0,양파,2107
20200619.0,깐마늘(국산),6753
20200619.0,양파,2107
20200622.0,깐마늘(국산),6753
20200622.0,양파,2173
20200623.0,깐마늘(국산),6753
20200623.0,양파,2173
20200624.0,깐마늘(국산),6753
20200624.0,양파,2173
20200625.0,깐마늘(국산),7420
20200625.0,양파,2117
20200626.0,깐마늘(국산),7420
20200626.0,양파,2117
20200629.0,깐마늘(국산),7420
20200629.0,양파,2117
20200630.0,깐마늘(국산),7420
20200630.0,양파,2117
20200701.0,깐마늘(국산),7420
20200701.0,양파,2117
20200702.0,깐마늘(국산),7420
20200702.0,양파,1990
20200703.0,깐마늘(국산),7420
20200703.0,양파,1827
20200706.0,깐마늘(국산),7420
20200706.0,양파,1700
20200707.0,깐마늘(국산),7420
20200707.0,양파,1700
20200708.0,깐마늘(국산),7420
20200708.0,양파,1700
20200709.0,깐마늘(국산),7420
20200709.0,양파,2000
20200710.0,깐마늘(국산),7420
20200710.0,양파,2000
20200713.0,깐마늘(국산),7420
20200713.0,복숭아,21763
20200713.0,양파,2000
20200714.0,깐마늘(국산),7420
20200714.0,복숭아,21763
20200714.0,양파,2000
20200715.0,깐마늘(국산),6967
20200715.0,복숭아,21763
20200715.0,양파,2000
20200716.0,깐마늘(국산),6967
20200716.0,복숭아,17830
20200716.0,양파,1860
20200717.0,깐마늘(국산),7133
20200717.0,복숭아,17830
20200717.0,양파,1860
20200720.0,깐마늘(국산),8410
20200720.0,복숭아,17745
20200720.0,양파,1860
20200721.0,깐마늘(국산),8410
20200721.0,복숭아,17495
20200721.0,양파,2043
20200722.0,깐마늘(국산),8410
20200722.0,복숭아,17495
20200722.0,양파,2043
20200723.0,깐마늘(국산),8857
20200723.0,복숭아,17495
20200723.0,양파,1990
20200724.0,깐마늘(국산),8857
20200724.0,복숭아,17495
20200724.0,양파,1990
20200727.0,깐마늘(국산),8857
20200727.0,복숭아,17495
20200727.0,양파,1990
20200728.0,깐마늘(국산),8857
20200728.0,복숭아,17495
20200728.0,양파,1990
20200729.0,깐마늘(국산),8857
20200729.0,복숭아,17495
20200729.0,양파,1990
20200730.0,깐마늘(국산),8967
20200730.0,복숭아,14995
20200730.0,양파,2000
20200731.0,깐마늘(국산),8967
20200731.0,복숭아,14995
20200731.0,양파,2000
20200803.0,깐마늘(국산),8967
20200803.0,복숭아,14995
20200803.0,양파,2000
20200804.0,깐마늘(국산),9190
20200804.0,복숭아,14995
20200804.0,양파,2000
20200805.0,깐마늘(국산),9190
20200805.0,복숭아,14995
20200805.0,양파,2000
20200806.0,깐마늘(국산),9853
20200806.0,복숭아,15263
20200806.0,양파,2020
20200807.0,깐마늘(국산),9853
20200807.0,복숭아,15263
20200807.0,양파,2020
20200810.0,깐마늘(국산),9853
20200810.0,복숭아,14495
20200810.0,양파,2020
20200811.0,깐마늘(국산),10077
20200811.0,복숭아,14495
20200811.0,양파,2063
20200812.0,깐마늘(국산),10077
20200812.0,복숭아,14495
20200812.0,양파,2063
20200813.0,깐마늘(국산),10300
20200813.0,복숭아,13495
20200813.0,양파,2080
20200814.0,깐마늘(국산),10300
20200814.0,복숭아,13495
20200814.0,양파,2080
20200818.0,깐마늘(국산),10633
20200818.0,복숭아,13495
20200818.0,양파,2080
20200819.0,깐마늘(국산),10633
20200819.0,복숭아,13495
20200819.0,양파,2080
20200820.0,깐마늘(국산),10077
20200820.0,복숭아,13250
20200820.0,양파,2043
20200821.0,깐마늘(국산),10077
20200821.0,복숭아,14750
20200821.0,양파,2043
20200824.0,깐마늘(국산),10077
20200824.0,복숭아,14750
20200824.0,양파,2043
20200825.0,깐마늘(국산),10633
20200825.0,복숭아,14750
20200825.0,양파,2043
20200826.0,깐마늘(국산),10633
20200826.0,복숭아,14750
20200826.0,양파,2043
20200827.0,깐마늘(국산),10633
20200827.0,복숭아,14750
20200827.0,양파,1913
20200828.0,깐마늘(국산),10633
20200828.0,복숭아,16000
20200828.0,양파,1913
20200831.0,깐마늘(국산),10633
20200831.0,복숭아,16000
20200831.0,양파,1913
20200901.0,깐마늘(국산),10633
20200901.0,복숭아,16000
20200901.0,양파,1913
20200902.0,깐마늘(국산),10633
20200902.0,양파,1913
20200903.0,깐마늘(국산),10967
20200903.0,양파,2087
20200904.0,깐마늘(국산),10967
20200904.0,양파,2087
20200907.0,깐마늘(국산),10967
20200907.0,양파,2100
20200908.0,깐마늘(국산),10967
20200908.0,양파,2100
20200909.0,깐마늘(국산),10967
20200909.0,양파,2200
20200910.0,깐마늘(국산),10967
20200910.0,양파,2303
20200911.0,깐마늘(국산),10967
20200911.0,양파,2303
20200914.0,깐마늘(국산),10967
20200914.0,양파,2303
20200915.0,깐마늘(국산),10967
20200915.0,양파,2363
20200916.0,깐마늘(국산),10967
20200916.0,양파,2303
20200917.0,깐마늘(국산),10967
20200917.0,양파,2363
20200918.0,깐마늘(국산),10967
20200918.0,양파,2363
20200921.0,깐마늘(국산),10967
20200921.0,양파,2363
20200922.0,깐마늘(국산),10967
20200922.0,양파,2363
20200923.0,깐마늘(국산),10967
20200923.0,양파,2363
20200924.0,깐마늘(국산),10410
20200924.0,양파,2363
20200925.0,깐마늘(국산),10410
20200925.0,양파,2363
20200928.0,깐마늘(국산),10410
20200928.0,양파,2363
20200929.0,깐마늘(국산),10410
20200929.0,양파,2363
20201005.0,깐마늘(국산),10620
20201005.0,양파,2327
20201006.0,깐마늘(국산),10620
20201006.0,양파,2327
20201007.0,깐마늘(국산),10620
20201007.0,양파,2327
20201008.0,깐마늘(국산),10620
20201008.0,양파,2327
20201012.0,깐마늘(국산),10410
20201012.0,양파,2327
20201013.0,깐마늘(국산),10967
20201013.0,양파,2390
20201014.0,깐마늘(국산),10967
20201014.0,양파,2390
20201015.0,깐마늘(국산),10967
20201015.0,양파,2447
20201016.0,깐마늘(국산),10967
20201016.0,양파,2447
20201019.0,깐마늘(국산),10967
20201019.0,양파,2447
20201020.0,깐마늘(국산),10967
20201020.0,양파,2447
20201021.0,깐마늘(국산),10967
20201021.0,양파,2447
20201022.0,깐마늘(국산),10967
20201022.0,양파,2447
20201023.0,깐마늘(국산),10967
20201023.0,양파,2447
20201026.0,깐마늘(국산),10967
20201026.0,양파,2447
20201027.0,깐마늘(국산),10967
20201027.0,양파,2447
20201028.0,깐마늘(국산),10967
20201028.0,양파,2447
20201029.0,깐마늘(국산),10967
20201029.0,양파,2440
20201030.0,깐마늘(국산),10967
20201030.0,양파,2440
20201102.0,깐마늘(국산),10967
20201102.0,양파,2440
20201103.0,깐마늘(국산),10967
20201103.0,양파,2447
20201104.0,깐마늘(국산),10967
20201104.0,양파,2447
20201105.0,깐마늘(국산),10523
20201105.0,양파,2370
20201106.0,깐마늘(국산),10523
20201106.0,양파,2370
20201109.0,깐마늘(국산),10523
20201109.0,양파,2370
20201110.0,깐마늘(국산),10523
20201110.0,양파,2370
20201111.0,깐마늘(국산),10523
20201111.0,양파,2370
20201112.0,깐마늘(국산),10523
20201112.0,양파,2463
20201113.0,깐마늘(국산),10523
20201113.0,양파,2463
20201116.0,깐마늘(국산),10523
20201116.0,양파,2463
20201117.0,깐마늘(국산),10490
20201117.0,양파,2463
20201118.0,깐마늘(국산),10490
20201118.0,양파,2463
20201119.0,깐마늘(국산),9570
20201119.0,양파,2463
20201120.0,깐마늘(국산),9570
20201120.0,양파,2463
20201123.0,깐마늘(국산),9570
20201123.0,양파,2463
20201124.0,깐마늘(국산),9570
20201124.0,양파,2463
20201125.0,깐마늘(국산),9570
20201125.0,양파,2463
20201126.0,깐마늘(국산),9570
20201126.0,양파,2463
20201127.0,깐마늘(국산),10523
20201127.0,양파,2463
20201130.0,깐마늘(국산),10523
20201130.0,양파,2463
20201201.0,깐마늘(국산),10523
20201201.0,양파,2463
20201202.0,깐마늘(국산),10523
20201202.0,양파,2463
20201203.0,깐마늘(국산),10523
20201203.0,양파,2463
20201207.0,깐마늘(국산),10523
20201207.0,양파,2463
20201208.0,깐마늘(국산),10523
20201208.0,양파,2463
20201209.0,깐마늘(국산),10523
20201209.0,양파,2463
20201210.0,깐마늘(국산),10523
20201210.0,양파,2507
20201211.0,깐마늘(국산),10523
20201211.0,양파,2507
20201214.0,깐마늘(국산),10523
20201214.0,딸기,2093
20201214.0,양파,2507
20201215.0,깐마늘(국산),10523
20201215.0,딸기,2093
20201215.0,양파,2507
20201216.0,깐마늘(국산),10523
20201216.0,딸기,2093
20201216.0,양파,2507
20201217.0,깐마늘(국산),9643
20201217.0,딸기,1793
20201217.0,양파,2563
20201218.0,깐마늘(국산),9643
20201218.0,딸기,1793
20201218.0,양파,2563
20201221.0,깐마늘(국산),9643
20201221.0,딸기,1640
20201221.0,양파,2563
20201222.0,깐마늘(국산),9643
20201222.0,딸기,1573
20201222.0,양파,2563
20201223.0,깐마늘(국산),9643
20201223.0,딸기,1773
20201223.0,양파,2563
20201224.0,깐마늘(국산),9643
20201224.0,딸기,1840
20201224.0,양파,2563
20201228.0,깐마늘(국산),9643
20201228.0,딸기,1840
20201228.0,양파,2563
20201229.0,깐마늘(국산),9643
20201229.0,딸기,1840
20201229.0,양파,2563
20201230.0,깐마늘(국산),9643
20201230.0,딸기,1840
20201230.0,양파,2563
20201231.0,깐마늘(국산),10490
20201231.0,딸기,1830
20201231.0,양파,2563
20210104.0,깐마늘(국산),10523
20210104.0,딸기,1873
20210104.0,양파,2563
20210105.0,깐마늘(국산),10523
20210105.0,딸기,1873
20210105.0,양파,2630
20210106.0,깐마늘(국산),10523
20210106.0,딸기,1873
20210106.0,양파,2630
20210107.0,깐마늘(국산),9977
20210107.0,딸기,1650
20210107.0,양파,2670
20210108.0,깐마늘(국산),9977
20210108.0,딸기,1650
20210108.0,양파,2670
20210111.0,깐마늘(국산),9977
20210111.0,딸기,1650
20210111.0,양파,2670
20210112.0,깐마늘(국산),9977
20210112.0,딸기,1650
20210112.0,양파,2670
20210113.0,깐마늘(국산),9977
20210113.0,딸기,1717
20210113.0,양파,2770
20210114.0,깐마늘(국산),9977
20210114.0,딸기,1550
20210114.0,양파,2920
20210115.0,깐마늘(국산),9977
20210115.0,딸기,1550
20210115.0,양파,3087
20210118.0,깐마늘(국산),9977
20210118.0,딸기,1550
20210118.0,양파,3087
20210119.0,깐마늘(국산),9977
20210119.0,딸기,1550
20210119.0,양파,3087
20210120.0,깐마늘(국산),10523
20210120.0,딸기,1550
20210120.0,양파,3153
20210121.0,깐마늘(국산),10523
20210121.0,딸기,1840
20210121.0,양파,3233
20210122.0,깐마늘(국산),10523
20210122.0,딸기,1790
20210122.0,양파,3233
20210125.0,깐마늘(국산),10523
20210125.0,딸기,1740
20210125.0,양파,3167
20210126.0,깐마늘(국산),10523
20210126.0,딸기,1707
20210126.0,양파,3167
20210127.0,깐마늘(국산),10523
20210127.0,딸기,1673
20210127.0,양파,3167
20210128.0,깐마늘(국산),8857
20210128.0,딸기,1503
20210128.0,양파,3350
20210129.0,깐마늘(국산),8857
20210129.0,딸기,1503
20210129.0,양파,3520
20210201.0,깐마늘(국산),8857
20210201.0,딸기,1503
20210201.0,양파,3520
20210202.0,깐마늘(국산),8857
20210202.0,딸기,1503
20210202.0,양파,3520
20210203.0,깐마늘(국산),8857
20210203.0,딸기,1503
20210203.0,양파,3520
20210204.0,깐마늘(국산),10523
20210204.0,딸기,1617
20210204.0,양파,3520
20210205.0,깐마늘(국산),10490
20210205.0,딸기,1583
20210205.0,양파,3520
20210208.0,깐마늘(국산),10490
20210208.0,딸기,1733
20210208.0,양파,3520
20210209.0,깐마늘(국산),10490
20210209.0,딸기,1800
20210209.0,양파,3520
20210210.0,깐마늘(국산),10523
20210210.0,딸기,1800
20210210.0,양파,3520
20210215.0,깐마늘(국산),10523
20210215.0,딸기,1530
20210215.0,양파,3520
20210216.0,깐마늘(국산),10523
20210216.0,딸기,1327
20210216.0,양파,3520
20210217.0,깐마늘(국산),10523
20210217.0,딸기,1283
20210217.0,양파,3520
20210218.0,깐마늘(국산),10523
20210218.0,딸기,1167
20210218.0,양파,3520
20210219.0,깐마늘(국산),10523
20210219.0,딸기,1200
20210219.0,양파,3520
20210222.0,깐마늘(국산),10957
20210222.0,딸기,1233
20210222.0,양파,3520
20210223.0,깐마늘(국산),10523
20210223.0,딸기,1233
20210223.0,양파,3583
20210224.0,깐마늘(국산),10523
20210224.0,딸기,1233
20210224.0,양파,3583
20210225.0,깐마늘(국산),10523
20210225.0,딸기,1230
20210225.0,양파,3583
20210226.0,깐마늘(국산),10523
20210226.0,딸기,1133
20210226.0,양파,3583
20210302.0,깐마늘(국산),10523
20210302.0,딸기,1263
20210302.0,양파,3583
20210303.0,깐마늘(국산),10523
20210303.0,딸기,1317
20210303.0,양파,3650
20210304.0,깐마늘(국산),10523
20210304.0,딸기,1203
20210304.0,양파,3650
20210305.0,깐마늘(국산),10523
20210305.0,딸기,1203
20210305.0,양파,3750
20210308.0,깐마늘(국산),10523
20210308.0,딸기,1203
20210308.0,양파,3750
20210309.0,깐마늘(국산),10523
20210309.0,딸기,1203
20210309.0,양파,3750
20210310.0,깐마늘(국산),10523
20210310.0,딸기,1203
20210310.0,양파,3750
20210311.0,깐마늘(국산),10523
20210311.0,딸기,1150
20210311.0,양파,3897
20210312.0,깐마늘(국산),10523
20210312.0,딸기,1117
20210312.0,양파,3797
20210315.0,깐마늘(국산),10523
20210315.0,딸기,1083
20210315.0,양파,3797
20210316.0,깐마늘(국산),10857
20210316.0,딸기,1083
20210316.0,양파,3730
20210317.0,깐마늘(국산),10857
20210317.0,딸기,1050
20210317.0,양파,3730
20210318.0,깐마늘(국산),10857
20210318.0,딸기,1027
20210318.0,양파,3730
20210319.0,깐마늘(국산),10857
20210319.0,딸기,1027
20210319.0,양파,3730
20210322.0,깐마늘(국산),10857
20210322.0,딸기,1027
20210322.0,양파,3730
20210323.0,깐마늘(국산),10857
20210323.0,딸기,993
20210323.0,양파,3730
20210324.0,깐마늘(국산),10857
20210324.0,딸기,993
20210324.0,양파,3730
20210325.0,깐마늘(국산),11300
20210325.0,딸기,930
20210325.0,양파,3730
20210326.0,깐마늘(국산),11300
20210326.0,딸기,863
20210326.0,양파,3730
20210329.0,깐마늘(국산),11300
20210329.0,딸기,923
20210329.0,양파,3730
20210330.0,깐마늘(국산),11300
20210330.0,딸기,890
20210330.0,양파,3730
20210331.0,깐마늘(국산),11300
20210331.0,딸기,890
20210331.0,양파,3730
20210401.0,깐마늘(국산),11743
20210401.0,딸기,867
20210401.0,양파,3730
20210402.0,깐마늘(국산),10190
20210402.0,딸기,927
20210402.0,양파,3730
20210405.0,깐마늘(국산),11743
20210405.0,딸기,927
20210405.0,양파,3730
20210406.0,깐마늘(국산),11743
20210406.0,딸기,927
20210406.0,양파,3730
20210407.0,깐마늘(국산),11743
20210407.0,딸기,927
20210407.0,양파,3730
20210408.0,깐마늘(국산),11743
20210408.0,딸기,930
20210408.0,양파,3547
20210409.0,깐마늘(국산),11743
20210409.0,딸기,930
20210409.0,양파,3547
20210412.0,깐마늘(국산),11743
20210412.0,딸기,960
20210412.0,양파,2963
20210413.0,깐마늘(국산),11743
20210413.0,딸기,960
20210413.0,양파,2963
20210414.0,깐마늘(국산),11743
20210414.0,딸기,960
20210414.0,양파,2963
20210415.0,깐마늘(국산),12300
20210415.0,딸기,960
20210415.0,양파,2963
20210416.0,깐마늘(국산),12300
20210416.0,딸기,960
20210416.0,양파,2797
20210419.0,깐마늘(국산),12300
20210419.0,딸기,960
20210419.0,양파,2797
20210420.0,깐마늘(국산),12300
20210420.0,딸기,930
20210420.0,양파,2797
20210421.0,깐마늘(국산),12300
20210421.0,딸기,960
20210421.0,양파,2797
20210422.0,깐마늘(국산),12300
20210422.0,딸기,993
20210422.0,양파,2610
20210423.0,깐마늘(국산),12300
20210423.0,딸기,993
20210423.0,양파,2610
20210426.0,깐마늘(국산),12300
20210426.0,딸기,993
20210426.0,양파,2510
20210427.0,깐마늘(국산),12300
20210427.0,딸기,993
20210427.0,양파,2510
20210428.0,깐마늘(국산),12300
20210428.0,딸기,993
20210428.0,양파,2510
20210429.0,깐마늘(국산),12300
20210429.0,딸기,993
20210429.0,양파,2357
20210430.0,깐마늘(국산),12300
20210430.0,딸기,993
20210430.0,양파,2290
20210503.0,깐마늘(국산),12300
20210503.0,딸기,993
20210503.0,양파,2290
20210504.0,깐마늘(국산),12300
20210504.0,딸기,993
20210504.0,양파,2290
20210506.0,깐마늘(국산),12413
20210506.0,딸기,1050
20210506.0,양파,2227
20210507.0,깐마늘(국산),12413
20210507.0,딸기,1050
20210507.0,양파,2227
20210510.0,깐마늘(국산),12413
20210510.0,딸기,1050
20210510.0,양파,2227
20210511.0,깐마늘(국산),12413
20210511.0,딸기,1100
20210511.0,양파,2227
20210512.0,깐마늘(국산),12413
20210512.0,딸기,1100
20210512.0,양파,2227
20210513.0,깐마늘(국산),12413
20210513.0,딸기,1100
20210513.0,양파,2003
20210514.0,깐마늘(국산),12413
20210514.0,양파,2003
20210517.0,깐마늘(국산),12413
20210517.0,양파,2003
20210518.0,깐마늘(국산),12413
20210518.0,양파,2097
20210520.0,깐마늘(국산),12413
20210520.0,양파,2083
20210521.0,깐마늘(국산),12413
20210521.0,양파,1860
20210524.0,깐마늘(국산),12413
20210524.0,양파,2003
20210525.0,깐마늘(국산),12413
